td_id,spotsID,scenicSpots,time,day,people,cost
6807041,12938,海南,出发时间/2017-02-04,出行天数/8 天,人物/一个人,人均费用/2000RMB
17524396,12938,海南,出发时间/2019-10-15,null,人物/情侣/夫妻,null
14192829,12938,海南,出发时间/2019-05-23,出行天数/6 天,人物/带孩子,人均费用/6200RMB
8444450,12938,海南,出发时间/2018-02-07,出行天数/5 天,人物/家庭出游,人均费用/4000RMB
16842862,12938,海南,出发时间/2019-08-19,出行天数/5 天,null,null
11810294,12938,海南,出发时间/2019-02-01,出行天数/5 天,人物/家庭出游,人均费用/1500RMB
17480386,12938,海南,null,null,null,null
13986363,12938,海南,出发时间/2019-06-07,null,null,null
18493726,12938,海南,出发时间/2020-01-10,出行天数/5 天,人物/带孩子,人均费用/3500RMB
5456033,12938,海南,null,null,null,null
17082055,12938,海南,出发时间/2017-02-11,出行天数/5 天,人物/家庭出游,null
10023834,12938,海南,出发时间/2018-08-01,出行天数/12 天,人物/ 和朋友,null
13038050,12938,海南,出发时间/2019-05-01,出行天数/4 天,人物/ 和朋友,人均费用/4500RMB
18421735,12938,海南,出发时间/2020-01-08,出行天数/30 天,人物/带孩子,null
11213250,12938,海南,出发时间/2018-11-13,出行天数/5 天,人物/情侣/夫妻,null
16755841,12938,海南,出发时间/2019-08-17,出行天数/1 天,null,null
7726478,12938,海南,出发时间/2017-08-19,出行天数/9 天,人物/情侣/夫妻,人均费用/6000RMB
17406046,12938,海南,null,null,null,null
12047582,12938,海南,出发时间/2019-03-01,出行天数/3 天,人物/ 和朋友,人均费用/3000RMB
17360038,12938,海南,null,null,null,null
16885111,12938,海南,null,null,null,null
18373882,12938,海南,出发时间/2019-10-02,出行天数/5 天,人物/带孩子,人均费用/3000RMB
17626210,12938,海南,出发时间/2019-10-27,出行天数/7 天,人物/情侣/夫妻,null
16497972,12938,海南,出发时间/2019-01-15,出行天数/10 天,人物/ 和朋友,null
5362638,12938,海南,出发时间/2015-12-22,出行天数/6 天,人物/情侣/夫妻,人均费用/1400RMB
8500366,12938,海南,出发时间/2018-02-16,出行天数/6 天,人物/家庭出游,人均费用/15000RMB
16989787,12938,海南,出发时间/2014-09-10,出行天数/18 天,人物/情侣/夫妻,人均费用/2864RMB
12149074,12938,海南,出发时间/2019-02-24,出行天数/11 天,人物/情侣/夫妻,null
8478502,12938,海南,null,null,人物/家庭出游,人均费用/5000RMB
17049385,12938,海南,null,null,null,null
12422494,12938,海南,null,null,null,null
15473604,12938,海南,出发时间/2019-05-22,出行天数/8 天,人物/情侣/夫妻,人均费用/5000RMB
16133568,12938,海南,null,null,null,null
16814326,12938,海南,出发时间/2019-08-10,出行天数/8 天,人物/家庭出游,人均费用/2000RMB
18248128,12938,海南,出发时间/2019-12-16,出行天数/6 天,人物/情侣/夫妻,人均费用/4500RMB
16757770,12938,海南,出发时间/2019-08-17,出行天数/1 天,人物/家庭出游,人均费用/168RMB
18047251,12938,海南,null,null,null,null
7110317,12938,海南,出发时间/2017-06-09,出行天数/3 天,人物/ 和朋友,人均费用/4000RMB
10414074,12938,海南,出发时间/2018-08-03,出行天数/10 天,人物/ 和朋友,人均费用/1600RMB
12241354,12938,海南,出发时间/2019-03-20,出行天数/5 天,人物/ 和朋友,人均费用/4000RMB
10507350,12938,海南,出发时间/2018-09-07,出行天数/6 天,人物/家庭出游,人均费用/4000RMB
3300293,12938,海南,出发时间/2015-02-08,出行天数/6 天,人物/带孩子,人均费用/5000RMB
10073214,12938,海南,出发时间/2018-04-22,出行天数/9 天,人物/家庭出游,人均费用/3000RMB
10811262,12938,海南,出发时间/2018-10-01,出行天数/5 天,人物/情侣/夫妻,人均费用/5000RMB
5408149,12938,海南,出发时间/2016-01-18,出行天数/13 天,人物/带孩子,人均费用/5000RMB
17379274,12938,海南,null,null,null,null
11826562,12938,海南,出发时间/2019-02-05,出行天数/12 天,人物/家庭出游,人均费用/3500RMB
16845532,12938,海南,出发时间/2019-08-12,出行天数/6 天,人物/情侣/夫妻,null
8942302,12938,海南,出发时间/2018-03-10,出行天数/15 天,人物/情侣/夫妻,人均费用/9000RMB
10447502,12938,海南,出发时间/2018-08-06,出行天数/9 天,人物/家庭出游,null
12179810,12938,海南,出发时间/2014-09-22,出行天数/5 天,人物/带孩子,人均费用/5000RMB
15129828,12938,海南,出发时间/2019-06-29,null,人物/ 和朋友,null
6632036,12938,海南,出发时间/2017-01-20,出行天数/15 天,人物/家庭出游,null
17488531,12938,海南,出发时间/2019-08-01,出行天数/5 天,人物/ 和朋友,人均费用/1000RMB
15767016,12938,海南,出发时间/2019-07-07,出行天数/4 天,人物/ 和朋友,人均费用/7000RMB
12564894,12938,海南,出发时间/2019-04-13,出行天数/1 天,人物/ 和朋友,人均费用/95RMB
11858686,12938,海南,出发时间/2018-12-28,出行天数/20 天,人物/带孩子,null
7081484,12938,海南,null,null,null,null
17739217,12938,海南,出发时间/2019-11-03,出行天数/5 天,人物/家庭出游,人均费用/3000RMB
12331794,12938,海南,出发时间/2019-02-20,出行天数/7 天,人物/带孩子,null
8995781,12938,海南,出发时间/2017-04-07,出行天数/6 天,人物/情侣/夫妻,人均费用/10000RMB
17211688,12938,海南,出发时间/2019-09-26,出行天数/8 天,人物/情侣/夫妻,人均费用/3000RMB
11631414,12938,海南,出发时间/2018-04-29,出行天数/8 天,人物/带孩子,人均费用/3800RMB
18371644,12938,海南,出发时间/2019-12-24,出行天数/5 天,人物/情侣/夫妻,人均费用/3000RMB
10278474,12938,海南,出发时间/2018-07-16,出行天数/7 天,人物/家庭出游,null
16396641,12938,海南,出发时间/2019-07-27,出行天数/10 天,人物/家庭出游,null
6884708,12938,海南,null,null,null,null
7448717,12938,海南,出发时间/2017-05-19,出行天数/4 天,人物/带孩子,null
11695890,12938,海南,出发时间/2018-01-23,出行天数/5 天,人物/情侣/夫妻,人均费用/4000RMB
13532323,12938,海南,出发时间/2019-06-09,出行天数/5 天,人物/ 和朋友,人均费用/1200RMB
16059795,12938,海南,出发时间/2019-07-22,出行天数/6 天,人物/家庭出游,人均费用/3500RMB
7196639,12938,海南,出发时间/2016-12-31,出行天数/8 天,人物/情侣/夫妻,人均费用/4500RMB
13648363,12938,海南,出发时间/2014-10-29,出行天数/6 天,人物/和同学,人均费用/2000RMB
12173150,12938,海南,null,null,null,null
9177757,12938,海南,null,null,null,null
8443698,12938,海南,出发时间/2018-01-19,出行天数/9 天,人物/ 和朋友,null
12272422,12938,海南,null,null,null,null
7782577,12938,海南,出发时间/2017-09-29,出行天数/8 天,人物/一个人,null
18990610,12938,海南,出发时间/2019-01-29,出行天数/11 天,人物/情侣/夫妻,人均费用/5000RMB
18828103,12938,海南,出发时间/2019-12-30,出行天数/27 天,人物/情侣/夫妻,人均费用/4600RMB
10308986,12938,海南,出发时间/2018-01-11,出行天数/53 天,人物/家庭出游,null
